ID_transcript	Chr	Origin	Start	End	Strand	ID_Gene	Class_code	Exons	Length	GC	CPC2	CPAT	FEELnc	SwissProt	Pfam	ORF.80	ORF.100	ORF.120	RNAcentral_rRNA	RNAcentral_tRNA	RNAcentral_snRNA	RNAcentral_snoRNA	miRBase	PmiREN	CANTATAdb	PLncDB	GreeNC	Ns	CGAT	Significance_level	ID
MSTRG.16597.1	chr08	StringTie	5884048	5884984	-	MSTRG.16597	u	2	234	36.7521367521367	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC1956
MSTRG.16598.1	chr08	StringTie	5882005	5882615	+	MSTRG.16598	u	2	205	40.9756097560976	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC1957
MSTRG.16599.1	chr08	StringTie	5887107	5887650	-	MSTRG.16599	u	2	216	39.3518518518519	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1958
MSTRG.16601.1	chr08	StringTie	6011411	6011696	-	MSTRG.16601	u	1	286	39.8601398601399	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	YES	0	non-redundant	High	LSI-LNC1959
MSTRG.16602.1	chr08	StringTie	6144937	6149731	-	MSTRG.16602	u	3	998	41.9839679358717	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1960
MSTRG.16603.1	chr08	StringTie	6182291	6187751	+	MSTRG.16603	u	3	312	39.4230769230769	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1961
MSTRG.16604.1	chr08	StringTie	6150435	6151375	-	MSTRG.16604	u	2	377	34.2175066312997	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1962
MSTRG.16605.2	chr08	StringTie	6197220	6199422	-	MSTRG.16605	u	2	2122	39.6324222431668	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC1964
MSTRG.16606.1	chr08	StringTie	6177868	6178213	-	MSTRG.16606	u	1	346	40.1734104046243	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1965
MSTRG.16607.1	chr08	StringTie	6211158	6211755	-	MSTRG.16607	u	1	598	34.6153846153846	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC1966
MSTRG.1661.16	chr01	StringTie	11458058	11459678	+	MSTRG.1661	o	2	1437	37.160751565762	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1967
MSTRG.16611.1	chr08	StringTie	6222399	6229923	-	MSTRG.16611	u	2	476	38.6554621848739	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC1968
MSTRG.16615.4	chr08	StringTie	6087209	6092081	-	MSTRG.16615	u	4	1852	38.2289416846652	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	Medium	LSI-LNC1974
MSTRG.16616.1	chr08	StringTie	6395452	6396915	-	MSTRG.16616	u	2	881	38.9330306469921	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC1979
MSTRG.16618.1	chr08	StringTie	6234207	6234608	-	MSTRG.16618	u	2	245	42.8571428571429	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1980
MSTRG.16619.3	chr08	StringTie	6280238	6282896	+	MSTRG.16619	u	3	720	49.4444444444444	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1983
MSTRG.16620.1	chr08	StringTie	6434497	6434707	+	MSTRG.16620	u	1	211	39.3364928909953	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC1984
MSTRG.16621.3	chr08	StringTie	6218979	6219567	-	MSTRG.16621	u	2	473	48.2029598308668	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1985
MSTRG.16622.1	chr08	StringTie	6344386	6346355	+	MSTRG.16622	u	2	503	40.5566600397614	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC1986
MSTRG.16623.1	chr08	StringTie	6372352	6374638	-	MSTRG.16623	u	2	490	44.2857142857143	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1987
MSTRG.16624.2	chr08	StringTie	6361073	6362829	+	MSTRG.16624	u	3	746	40.7506702412869	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC1989
MSTRG.16625.1	chr08	StringTie	6385162	6387654	-	MSTRG.16625	u	2	264	42.4242424242424	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1991
MSTRG.16628.1	chr08	StringTie	6569948	6571237	+	MSTRG.16628	u	2	1211	30.3055326176713	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC1992
MSTRG.16629.1	chr08	StringTie	6559824	6561686	-	MSTRG.16629	u	2	669	45.1420029895366	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1993
MSTRG.16630.1	chr08	StringTie	6559923	6565808	+	MSTRG.16630	u	2	394	43.9086294416244	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1994
MSTRG.16641.1	chr08	StringTie	6382758	6383488	-	MSTRG.16641	u	2	261	36.0153256704981	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC1995
MSTRG.16643.1	chr08	StringTie	6936911	6937464	-	MSTRG.16643	u	2	416	41.3461538461538	NC	NC	C	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Medium	LSI-LNC1996
MSTRG.16646.1	chr08	StringTie	6807438	6811542	+	MSTRG.16646	u	4	620	36.9354838709677	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC1997
MSTRG.16647.1	chr08	StringTie	5722607	5724095	+	MSTRG.16647	x	2	419	40.0954653937947	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2000
MSTRG.16649.1	chr08	StringTie	5741647	5743764	-	MSTRG.16649	i	2	415	39.2771084337349	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2001
MSTRG.1665.1	chr01	StringTie	11618459	11618824	-	MSTRG.1665	x	1	366	43.7158469945355	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2002
MSTRG.16650.1	chr08	StringTie	5745687	5745994	+	MSTRG.16650	i	1	308	43.8311688311688	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2003
MSTRG.16651.1	chr08	StringTie	5749347	5750145	+	MSTRG.16651	i	3	535	34.7663551401869	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2004
MSTRG.16653.1	chr08	StringTie	6624397	6625858	-	MSTRG.16653	i	3	570	43.1578947368421	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC2007
MSTRG.16657.1	chr08	StringTie	6759861	6760436	+	MSTRG.16657	u	1	576	31.9444444444444	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2008
MSTRG.16658.1	chr08	StringTie	6855077	6857848	+	MSTRG.16658	u	2	1800	39	NC	C	C	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Low	LSI-LNC2009
MSTRG.16659.1	chr08	StringTie	7031276	7032013	+	MSTRG.16659	u	1	738	51.490514905149	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2010
MSTRG.16660.2	chr08	StringTie	6963717	6966920	+	MSTRG.16660	x	4	2865	39.4066317626527	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	YES	YES	0	non-redundant	Medium	LSI-LNC2012
MSTRG.16661.2	chr08	StringTie	6966528	6967333	-	MSTRG.16661	o	2	211	36.0189573459716	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2015
MSTRG.16662.1	chr08	StringTie	6973601	6974156	+	MSTRG.16662	x	2	380	37.6315789473684	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2016
MSTRG.16665.2	chr08	StringTie	6522772	6524939	+	MSTRG.16665	u	3	718	36.2116991643454	NC	NC	C	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	Medium	LSI-LNC2017
MSTRG.16666.1	chr08	StringTie	7227808	7230585	-	MSTRG.16666	u	2	717	34.4490934449093	NC	NC	C	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Medium	LSI-LNC2022
MSTRG.1667.1	chr01	StringTie	11640478	11641046	-	MSTRG.1667	x	1	569	33.2161687170475	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2023
MSTRG.16671.1	chr08	StringTie	7234307	7240567	-	MSTRG.16671	u	2	253	37.1541501976285	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2024
MSTRG.16672.1	chr08	StringTie	7238668	7238888	-	MSTRG.16672	u	1	221	35.7466063348416	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2025
MSTRG.16674.1	chr08	StringTie	6816101	6817107	-	MSTRG.16674	x	2	875	47.8857142857143	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2026
MSTRG.16675.1	chr08	StringTie	7204750	7212654	-	MSTRG.16675	u	3	875	34.8571428571429	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2027
MSTRG.16676.1	chr08	StringTie	7268397	7270819	-	MSTRG.16676	u	4	801	39.7003745318352	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC2030
MSTRG.16677.1	chr08	StringTie	7273858	7275106	-	MSTRG.16677	u	2	443	35.8916478555305	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2033
MSTRG.16678.1	chr08	StringTie	7221828	7222117	+	MSTRG.16678	u	1	290	41.0344827586207	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2034
MSTRG.1668.1	chr01	StringTie	11646495	11646771	+	MSTRG.1668	u	1	277	34.2960288808664	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2035
MSTRG.16683.1	chr08	StringTie	7332268	7333694	+	MSTRG.16683	u	2	480	43.3333333333333	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2036
MSTRG.16689.1	chr08	StringTie	7809666	7810045	-	MSTRG.16689	u	1	380	33.4210526315789	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2037
MSTRG.16690.1	chr08	StringTie	7837734	7838093	-	MSTRG.16690	u	1	360	45.8333333333333	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2038
MSTRG.16691.1	chr08	StringTie	7875283	7875625	+	MSTRG.16691	u	2	236	44.0677966101695	NC	C	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC2039
MSTRG.16694.1	chr08	StringTie	7914224	7914615	+	MSTRG.16694	u	1	392	42.3469387755102	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2040
MSTRG.16700.1	chr08	StringTie	7940096	7940633	+	MSTRG.16700	x	1	538	33.271375464684	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2041
MSTRG.16701.1	chr08	StringTie	7959491	7960148	+	MSTRG.16701	i	1	658	42.7051671732523	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2042
MSTRG.16703.2	chr08	StringTie	7919566	7923462	+	MSTRG.16703	o	2	1089	37.2819100091827	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC2043
MSTRG.16708.1	chr08	StringTie	8092607	8094716	-	MSTRG.16708	u	2	438	41.7808219178082	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2044
MSTRG.1671.1	chr01	StringTie	11653646	11653988	+	MSTRG.1671	u	1	343	27.1137026239067	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2045
MSTRG.16711.1	chr08	StringTie	7978219	7983577	-	MSTRG.16711	u	3	1531	35.8589157413455	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC2046
MSTRG.16712.1	chr08	StringTie	8182590	8183575	-	MSTRG.16712	u	1	986	38.0324543610548	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2048
MSTRG.16714.1	chr08	StringTie	8179943	8181556	-	MSTRG.16714	x	2	853	46.7760844079719	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC2049
MSTRG.16716.1	chr08	StringTie	8279466	8283199	+	MSTRG.16716	u	1	3734	36.0203535083021	C	NC	NC	C	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	Low	LSI-LNC2050
MSTRG.16719.1	chr08	StringTie	8304647	8309986	+	MSTRG.16719	u	3	209	36.8421052631579	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2051
MSTRG.16721.1	chr08	StringTie	8310359	8310913	+	MSTRG.16721	u	2	241	42.7385892116183	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2052
MSTRG.16726.1	chr08	StringTie	8644356	8644664	-	MSTRG.16726	u	2	226	53.0973451327434	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2053
MSTRG.16729.1	chr08	StringTie	8195628	8196800	+	MSTRG.16729	i	1	1173	47.3145780051151	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	LSI-LNC2054
MSTRG.16730.1	chr08	StringTie	8198982	8200180	+	MSTRG.16730	i	1	1199	34.9457881567973	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2055
MSTRG.16731.4	chr08	StringTie	8211175	8211940	-	MSTRG.16731	u	2	470	35.9574468085106	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2056
MSTRG.16734.1	chr08	StringTie	8646417	8646821	-	MSTRG.16734	u	2	324	41.9753086419753	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2057
MSTRG.16736.1	chr08	StringTie	8743285	8743908	+	MSTRG.16736	u	2	222	43.2432432432432	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2058
MSTRG.16739.1	chr08	StringTie	8971222	8973814	-	MSTRG.16739	u	3	2381	35.0272994540109	NC	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2059
MSTRG.1674.1	chr01	StringTie	11595498	11599620	+	MSTRG.1674	x	2	522	45.2107279693487	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2060
MSTRG.16740.1	chr08	StringTie	8974151	8974763	-	MSTRG.16740	u	1	613	33.931484502447	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2061
MSTRG.16741.1	chr08	StringTie	8944858	8945417	-	MSTRG.16741	u	2	230	38.2608695652174	NC	C	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	LSI-LNC2062
MSTRG.16742.1	chr08	StringTie	8978208	8978886	-	MSTRG.16742	u	2	501	37.9241516966068	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2063
MSTRG.16751.1	chr08	StringTie	9192364	9193090	+	MSTRG.16751	u	1	727	31.2242090784044	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC2064
MSTRG.16752.1	chr08	StringTie	9203018	9204552	-	MSTRG.16752	u	5	774	44.8320413436693	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2065
MSTRG.16753.1	chr08	StringTie	9153686	9155867	-	MSTRG.16753	u	1	2182	29.9725022914757	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2067
MSTRG.16755.1	chr08	StringTie	9149631	9150010	+	MSTRG.16755	u	1	380	31.0526315789474	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2069
MSTRG.16756.2	chr08	StringTie	9173699	9178842	-	MSTRG.16756	u	4	1383	41.7932031814895	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	LSI-LNC2071
MSTRG.16757.1	chr08	StringTie	9179381	9180138	+	MSTRG.16757	u	2	669	40.3587443946188	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2072
MSTRG.1676.1	chr01	StringTie	11599761	11602871	+	MSTRG.1676	o	2	1376	44.9854651162791	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	LSI-LNC2074
MSTRG.16764.2	chr08	StringTie	9263046	9268862	+	MSTRG.16764	u	4	5391	36.3939899833055	NC	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2075
MSTRG.16770.1	chr08	StringTie	9560160	9561622	-	MSTRG.16770	u	2	236	31.7796610169492	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2077
MSTRG.16771.9	chr08	StringTie	8692104	8703950	+	MSTRG.16771	o	3	788	38.5786802030457	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2081
MSTRG.16772.1	chr08	StringTie	8695547	8696002	-	MSTRG.16772	i	1	456	30.4824561403509	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2082
MSTRG.16773.1	chr08	StringTie	8701926	8702434	+	MSTRG.16773	i	2	421	34.916864608076	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC2083
MSTRG.16774.1	chr08	StringTie	8730734	8732197	-	MSTRG.16774	i	2	246	47.1544715447154	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2084
MSTRG.16776.1	chr08	StringTie	9442826	9448506	-	MSTRG.16776	u	3	3174	44.4549464398236	NC	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2086
MSTRG.16777.1	chr08	StringTie	9445859	9447977	-	MSTRG.16777	u	2	589	42.9541595925297	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2092
MSTRG.16782.2	chr08	StringTie	9592385	9593048	-	MSTRG.16782	u	2	562	37.9003558718861	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	LSI-LNC2094
MSTRG.16786.1	chr08	StringTie	9469579	9469865	-	MSTRG.16786	u	1	287	46.6898954703833	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	Medium	LSI-LNC2095
MSTRG.16787.1	chr08	StringTie	9715181	9716772	-	MSTRG.16787	u	1	1592	39.4472361809045	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC2096
MSTRG.16788.1	chr08	StringTie	9659947	9662828	+	MSTRG.16788	u	2	366	39.6174863387978	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC2097
MSTRG.16793.1	chr08	StringTie	9923625	9924565	-	MSTRG.16793	u	2	437	32.0366132723112	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2098
MSTRG.16794.1	chr08	StringTie	9940795	9942736	-	MSTRG.16794	u	2	204	37.2549019607843	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC2099
MSTRG.16795.1	chr08	StringTie	9937285	9939979	-	MSTRG.16795	u	2	405	39.0123456790123	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC2101
MSTRG.16796.2	chr08	StringTie	9916124	9918683	-	MSTRG.16796	u	2	322	40.9937888198758	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2103
MSTRG.16797.2	chr08	StringTie	9918075	9919065	+	MSTRG.16797	u	2	876	33.3333333333333	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	LSI-LNC2105
MSTRG.16803.1	chr08	StringTie	10169712	10171558	+	MSTRG.16803	u	1	1847	35.7336220898755	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2107
MSTRG.16807.1	chr08	StringTie	10119355	10120594	+	MSTRG.16807	u	1	1240	35	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	LSI-LNC2108
MSTRG.16811.1	chr08	StringTie	10322901	10323476	+	MSTRG.16811	u	2	482	39.4190871369295	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2111
MSTRG.16814.1	chr08	StringTie	10480965	10482963	-	MSTRG.16814	u	3	725	33.9310344827586	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC2112
MSTRG.16815.1	chr08	StringTie	10525040	10526059	-	MSTRG.16815	u	1	1020	40.6862745098039	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	LSI-LNC2113
MSTRG.16817.1	chr08	StringTie	10550760	10551201	-	MSTRG.16817	u	1	442	27.1493212669683	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2114
MSTRG.1682.1	chr01	StringTie	11749720	11751468	-	MSTRG.1682	u	2	466	38.6266094420601	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2115
MSTRG.16820.7	chr08	StringTie	10393709	10394980	+	MSTRG.16820	o	2	1218	32.5944170771757	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	LSI-LNC2116
MSTRG.16823.1	chr08	StringTie	10753478	10761123	-	MSTRG.16823	u	2	1438	39.7774687065369	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	LSI-LNC2117
