ID_transcript	Chr	Origin	Start	End	Strand	ID_Gene	Class_code	Exons	Length	GC	CPC2	CPAT	FEELnc	SwissProt	Pfam	ORF.80	ORF.100	ORF.120	RNAcentral_rRNA	RNAcentral_tRNA	RNAcentral_snRNA	RNAcentral_snoRNA	miRBase	PmiREN	CANTATAdb	PLncDB	GreeNC	Ns	CGAT	Significance_level	ID
MSTRG.19813.1	chr4	StringTie	6251541	6253629	+	MSTRG.19813	u	1	2089	31.6419339396841	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	YES	0	non-redundant	High	CSA-LNC5089
MSTRG.19814.1	chr4	StringTie	6262970	6263261	+	MSTRG.19814	u	2	223	37.6681614349776	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5090
MSTRG.19815.1	chr4	StringTie	6275345	6275648	-	MSTRG.19815	u	1	304	37.1710526315789	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5091
MSTRG.19816.1	chr4	StringTie	6285547	6288422	+	MSTRG.19816	u	4	496	41.9354838709677	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5092
MSTRG.19820.1	chr4	StringTie	6316988	6318139	-	MSTRG.19820	x	2	550	44.7272727272727	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5093
MSTRG.19822.1	chr4	StringTie	6321426	6321846	+	MSTRG.19822	x	2	254	39.3700787401575	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5094
MSTRG.19825.1	chr4	StringTie	6332861	6333223	-	MSTRG.19825	i	2	222	38.7387387387387	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5095
MSTRG.19833.2	chr4	StringTie	6347025	6348943	+	MSTRG.19833	o	2	1699	38.0223660977045	C	NC	NC	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC5096
MSTRG.19836.1	chr4	StringTie	6178322	6178610	-	MSTRG.19836	i	2	267	44.1947565543071	NC	C	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC5099
MSTRG.19838.1	chr4	StringTie	6366040	6366292	-	MSTRG.19838	u	1	253	27.6679841897233	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5100
MSTRG.19842.1	chr4	StringTie	6373860	6375247	-	MSTRG.19842	x	2	1291	42.7575522850504	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5101
MSTRG.19844.1	chr4	StringTie	6376106	6377773	-	MSTRG.19844	u	2	1307	40.7039020657995	C	NC	NC	C	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Low	CSA-LNC5102
MSTRG.19847.1	chr4	StringTie	6409010	6409232	-	MSTRG.19847	u	1	223	30.4932735426009	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5104
MSTRG.19848.1	chr4	StringTie	6409527	6412653	-	MSTRG.19848	u	1	3127	30.3165973776783	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5105
MSTRG.1985.1	chr1	StringTie	8600817	8601468	-	MSTRG.1985	u	1	652	30.0613496932515	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5107
MSTRG.19852.1	chr4	StringTie	6392524	6397355	+	MSTRG.19852	u	2	926	36.2850971922246	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5108
MSTRG.19853.1	chr4	StringTie	6394278	6394801	-	MSTRG.19853	u	2	276	44.2028985507246	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5110
MSTRG.19857.1	chr4	StringTie	6423505	6423948	+	MSTRG.19857	x	2	243	38.6831275720165	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5111
MSTRG.19865.5	chr4	StringTie	6496437	6505987	-	MSTRG.19865	o	4	3535	38.953323903819	C	NC	C	C	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Low	CSA-LNC5112
MSTRG.19866.1	chr4	StringTie	6493137	6498773	+	MSTRG.19866	x	2	564	46.0992907801418	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5113
MSTRG.19868.1	chr4	StringTie	6556251	6556577	-	MSTRG.19868	u	1	327	33.9449541284404	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5115
MSTRG.19869.3	chr4	StringTie	6547336	6549420	-	MSTRG.19869	x	5	1179	34.9448685326548	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	CSA-LNC5118
MSTRG.1987.1	chr1	StringTie	8603466	8603808	+	MSTRG.1987	u	1	343	33.5276967930029	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5122
MSTRG.19873.1	chr4	StringTie	6558218	6559589	-	MSTRG.19873	x	1	1372	41.399416909621	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	Medium	CSA-LNC5123
MSTRG.19875.1	chr4	StringTie	6584537	6585355	+	MSTRG.19875	u	1	819	30.4029304029304	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5126
MSTRG.19877.1	chr4	StringTie	6608357	6608566	-	MSTRG.19877	i	1	210	31.4285714285714	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5127
MSTRG.1988.6	chr1	StringTie	8612288	8613732	+	MSTRG.1988	o	2	1409	33.9957416607523	NC	NC	C	NC	C	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC5128
MSTRG.19890.1	chr4	StringTie	6664388	6664650	+	MSTRG.19890	x	1	263	36.5019011406844	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5129
MSTRG.19895.1	chr4	StringTie	6649511	6649878	-	MSTRG.19895	i	2	272	35.6617647058824	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5130
MSTRG.19896.1	chr4	StringTie	6705111	6705336	+	MSTRG.19896	u	1	226	23.8938053097345	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5131
MSTRG.19898.2	chr4	StringTie	6690117	6692111	+	MSTRG.19898	x	2	566	40.9893992932862	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	CSA-LNC5133
MSTRG.199.2	chr1	StringTie	826132	831192	-	MSTRG.199	x	4	3301	35.3226295062102	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5136
MSTRG.1990.1	chr1	StringTie	8568479	8578415	-	MSTRG.1990	x	3	1014	36.8836291913215	NC	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	YES	YES	0	non-redundant	High	CSA-LNC5142
MSTRG.19902.1	chr4	StringTie	6810209	6811401	-	MSTRG.19902	u	1	1193	32.9421626152557	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5143
MSTRG.19903.1	chr4	StringTie	6818372	6821543	-	MSTRG.19903	u	2	837	37.1565113500597	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5144
MSTRG.19904.1	chr4	StringTie	6819080	6819312	+	MSTRG.19904	u	1	233	36.0515021459227	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5145
MSTRG.19908.1	chr4	StringTie	6786484	6794103	+	MSTRG.19908	x	4	2794	42.3049391553329	C	NC	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	CSA-LNC5146
MSTRG.1991.2	chr1	StringTie	8570306	8572143	+	MSTRG.1991	u	3	1299	34.2571208622017	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5165
MSTRG.19910.1	chr4	StringTie	6801146	6802912	+	MSTRG.19910	u	3	637	37.2056514913658	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5173
MSTRG.19917.1	chr4	StringTie	6939580	6940519	+	MSTRG.19917	u	1	940	36.8085106382979	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5175
MSTRG.19918.1	chr4	StringTie	6961924	6962188	+	MSTRG.19918	u	1	265	29.4339622641509	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5176
MSTRG.19922.1	chr4	StringTie	6973526	6973762	+	MSTRG.19922	u	1	237	34.5991561181435	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5177
MSTRG.19924.1	chr4	StringTie	6914121	6914360	+	MSTRG.19924	u	1	240	32.9166666666667	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5178
MSTRG.19926.1	chr4	StringTie	6926864	6928899	+	MSTRG.19926	i	2	1433	39.4277739009072	NC	NC	NC	C	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	Medium	CSA-LNC5179
MSTRG.19927.1	chr4	StringTie	6931240	6931735	+	MSTRG.19927	x	3	334	43.1137724550898	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5182
MSTRG.19929.1	chr4	StringTie	6991291	6993745	-	MSTRG.19929	u	2	535	37.5700934579439	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5183
MSTRG.19931.11	chr4	StringTie	7004966	7005348	-	MSTRG.19931	i	2	232	50	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5184
MSTRG.19933.1	chr4	StringTie	7010482	7020540	-	MSTRG.19933	x	2	717	39.0516039051604	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5185
MSTRG.19934.1	chr4	StringTie	7017601	7020385	+	MSTRG.19934	o	2	958	40.8141962421712	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC5186
MSTRG.19935.1	chr4	StringTie	7117606	7117834	-	MSTRG.19935	u	1	229	31.8777292576419	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5187
MSTRG.19937.1	chr4	StringTie	7123717	7127600	+	MSTRG.19937	x	3	587	38.6712095400341	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5188
MSTRG.19938.1	chr4	StringTie	7151837	7152128	-	MSTRG.19938	u	1	292	25.6849315068493	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5190
MSTRG.19939.1	chr4	StringTie	7199590	7199816	-	MSTRG.19939	u	1	227	32.5991189427313	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5191
MSTRG.19944.1	chr4	StringTie	7173648	7175018	+	MSTRG.19944	x	4	327	46.177370030581	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5192
MSTRG.19948.2	chr4	StringTie	7244379	7244715	+	MSTRG.19948	u	2	263	45.2471482889734	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	CSA-LNC5194
MSTRG.19949.2	chr4	StringTie	7234632	7241195	-	MSTRG.19949	o	2	741	53.9811066126856	NC	C	C	C	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Low	CSA-LNC5195
MSTRG.19950.1	chr4	StringTie	7235602	7241779	+	MSTRG.19950	x	2	319	28.5266457680251	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5196
MSTRG.19951.1	chr4	StringTie	7237974	7238770	+	MSTRG.19951	u	2	206	37.8640776699029	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5197
MSTRG.19952.1	chr4	StringTie	7238107	7238529	+	MSTRG.19952	u	1	423	33.806146572104	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5198
MSTRG.19960.1	chr4	StringTie	7021136	7023645	+	MSTRG.19960	u	2	2389	36.1657597321055	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5199
MSTRG.19962.1	chr4	StringTie	7039600	7040520	-	MSTRG.19962	x	2	248	39.5161290322581	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5200
MSTRG.19966.1	chr4	StringTie	7081755	7082891	+	MSTRG.19966	x	2	370	39.7297297297297	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5201
MSTRG.19967.1	chr4	StringTie	7088789	7089013	+	MSTRG.19967	i	1	225	42.2222222222222	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5202
MSTRG.19969.4	chr4	StringTie	7269625	7273418	-	MSTRG.19969	u	7	1142	35.9894921190893	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	CSA-LNC5208
MSTRG.19970.1	chr4	StringTie	7269899	7270517	+	MSTRG.19970	u	2	516	32.9457364341085	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	Medium	CSA-LNC5214
MSTRG.19976.1	chr4	StringTie	7305951	7309341	-	MSTRG.19976	u	3	712	37.5	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5215
MSTRG.19977.1	chr4	StringTie	7307984	7308225	+	MSTRG.19977	u	1	242	33.4710743801653	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5222
MSTRG.19978.1	chr4	StringTie	7321662	7322184	+	MSTRG.19978	u	2	393	38.4223918575064	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5223
MSTRG.19979.1	chr4	StringTie	7323882	7324621	-	MSTRG.19979	u	1	740	40.5405405405405	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	CSA-LNC5224
MSTRG.1998.1	chr1	StringTie	8632391	8635673	+	MSTRG.1998	x	3	1347	36.8968077208612	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5225
MSTRG.19984.1	chr4	StringTie	7363686	7363965	+	MSTRG.19984	u	1	280	27.5	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	CSA-LNC5228
MSTRG.19985.1	chr4	StringTie	7370204	7371101	-	MSTRG.19985	u	1	898	33.5189309576837	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5229
MSTRG.19986.1	chr4	StringTie	7381172	7381466	+	MSTRG.19986	u	2	227	39.2070484581498	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5230
MSTRG.19988.1	chr4	StringTie	7397561	7397897	+	MSTRG.19988	u	1	337	31.4540059347181	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5231
MSTRG.19989.1	chr4	StringTie	7402247	7402966	+	MSTRG.19989	u	2	586	37.0307167235495	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5232
MSTRG.19990.1	chr4	StringTie	7402968	7403923	+	MSTRG.19990	u	2	342	35.9649122807018	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	Medium	CSA-LNC5233
MSTRG.19992.1	chr4	StringTie	7406172	7406418	-	MSTRG.19992	u	1	247	33.1983805668016	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5234
MSTRG.19994.1	chr4	StringTie	7331276	7335612	+	MSTRG.19994	u	6	1186	37.3524451939292	NC	NC	NC	C	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	CSA-LNC5235
MSTRG.19995.1	chr4	StringTie	7333030	7334856	-	MSTRG.19995	u	3	278	33.0935251798561	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5244
MSTRG.19996.1	chr4	StringTie	7334869	7335360	-	MSTRG.19996	u	2	290	32.7586206896552	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5245
MSTRG.19998.1	chr4	StringTie	7412206	7413063	+	MSTRG.19998	u	2	209	37.3205741626794	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5246
MSTRG.2.1	chr1	StringTie	8685	10655	+	MSTRG.2	u	2	268	46.6417910447761	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5247
MSTRG.20002.1	chr4	StringTie	7454371	7454570	+	MSTRG.20002	u	1	200	36	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5248
MSTRG.20008.1	chr4	StringTie	7528096	7529379	+	MSTRG.20008	u	1	1284	40.9657320872274	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5249
MSTRG.20011.2	chr4	StringTie	7542166	7542687	-	MSTRG.20011	o	2	481	46.7775467775468	NC	C	NC	NC	NC	YES	YES	YES	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	Medium	CSA-LNC5251
MSTRG.20013.1	chr4	StringTie	7464353	7468040	+	MSTRG.20013	x	3	235	37.8723404255319	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5252
MSTRG.20014.1	chr4	StringTie	7468574	7468909	+	MSTRG.20014	i	2	257	34.6303501945525	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5253
MSTRG.20019.1	chr4	StringTie	7559143	7561964	-	MSTRG.20019	u	2	725	40.551724137931	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5254
MSTRG.2002.1	chr1	StringTie	8716611	8717205	-	MSTRG.2002	u	2	218	41.2844036697248	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5259
MSTRG.20020.1	chr4	StringTie	7560716	7561165	+	MSTRG.20020	u	2	220	36.8181818181818	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	CSA-LNC5260
MSTRG.20026.3	chr4	StringTie	7635402	7636605	+	MSTRG.20026	u	2	339	33.3333333333333	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5261
MSTRG.20028.1	chr4	StringTie	7577345	7578532	+	MSTRG.20028	o	2	1068	41.6666666666667	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5262
MSTRG.20029.5	chr4	StringTie	7653701	7656829	-	MSTRG.20029	u	3	3011	37.1305214214547	NC	NC	NC	NC	C	YES	YES	YES	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	Medium	CSA-LNC5265
MSTRG.20030.1	chr4	StringTie	7653882	7654491	+	MSTRG.20030	u	2	274	44.5255474452555	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5267
MSTRG.20031.1	chr4	StringTie	7659246	7659914	+	MSTRG.20031	x	1	669	38.7144992526158	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5268
MSTRG.20037.1	chr4	StringTie	7757179	7757425	+	MSTRG.20037	u	1	247	44.5344129554656	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5269
MSTRG.20038.1	chr4	StringTie	7755513	7755730	+	MSTRG.20038	u	1	218	26.605504587156	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5270
MSTRG.20041.1	chr4	StringTie	7752311	7753465	-	MSTRG.20041	i	2	1091	24.3813015582035	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5271
MSTRG.20042.13	chr4	StringTie	7683275	7688654	-	MSTRG.20042	u	3	1863	41.2775093934514	NC	NC	C	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	Medium	CSA-LNC5274
MSTRG.20043.2	chr4	StringTie	7683316	7688325	+	MSTRG.20043	u	2	1592	41.394472361809	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	YES	NO	0	non-redundant	High	CSA-LNC5275
MSTRG.20045.1	chr4	StringTie	7690406	7690743	-	MSTRG.20045	x	2	253	54.1501976284585	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5276
MSTRG.20049.1	chr4	StringTie	7715538	7716576	-	MSTRG.20049	x	2	316	36.0759493670886	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5277
MSTRG.20050.1	chr4	StringTie	7786322	7786776	-	MSTRG.20050	x	1	455	32.7472527472527	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5278
MSTRG.20056.2	chr4	StringTie	7795948	7796587	+	MSTRG.20056	u	2	226	30.9734513274336	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5279
MSTRG.20057.2	chr4	StringTie	7799555	7801503	-	MSTRG.20057	u	2	1105	40.7239819004525	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5281
MSTRG.20063.1	chr4	StringTie	7916868	7917238	+	MSTRG.20063	u	2	276	32.2463768115942	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	NO	0	non-redundant	High	CSA-LNC5282
MSTRG.20069.1	chr4	StringTie	7955827	7957238	+	MSTRG.20069	u	1	1412	27.8328611898017	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	NO	NO	YES	0	non-redundant	High	CSA-LNC5283
MSTRG.20073.1	chr4	StringTie	7948266	7950196	-	MSTRG.20073	i	2	1863	39.7745571658615	NC	NC	NC	NC	NC	YES	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	YES	0	non-redundant	High	CSA-LNC5284
MSTRG.20078.1	chr4	StringTie	8002546	8005556	+	MSTRG.20078	x	2	2876	41.7941585535466	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	YES	NO	0	non-redundant	High	CSA-LNC5285
MSTRG.20079.1	chr4	StringTie	7985584	7990915	+	MSTRG.20079	o	2	1194	39.6984924623116	NC	NC	NC	NC	NC	YES	YES	NO	NA	NA	NA	NA	NA	NA	YES	YES	YES	0	non-redundant	High	CSA-LNC5286
MSTRG.2008.5	chr1	StringTie	8733246	8734104	-	MSTRG.2008	o	2	549	45.7194899817851	NC	NC	NC	NC	NC	NO	NO	NO	NA	NA	NA	NA	NA	NA	YES	NO	NO	0	non-redundant	High	CSA-LNC5289
