Specie	Sample	Filter_1	Filter_2	Depth	Mapping_rate	Strandedness
C. sativus	SRR13065849	passes the trimming step	used for transcript reconstruction	37094474/37094474	66.3955%	ISR
C. sativus	SRR13083584	passes the trimming step	not used for transcript reconstruction	10153091/10153091	83.7496%	IU
C. sativus	SRR13083585	passes the trimming step	not used for transcript reconstruction	9879914/9879914	87.3044%	IU
C. sativus	SRR13083586	passes the trimming step	used for transcript reconstruction	13962814/13962814	85.046%	ISR
C. sativus	SRR13083587	passes the trimming step	not used for transcript reconstruction	13318886/13318886	86.9159%	IU
C. sativus	SRR13083588	passes the trimming step	used for transcript reconstruction	12893526/12893526	81.61%	ISR
C. sativus	SRR13083589	passes the trimming step	used for transcript reconstruction	15719488/15719488	79.7236%	ISR
C. sativus	SRR13083590	passes the trimming step	used for transcript reconstruction	15107462/15107462	79.0947%	ISR
C. sativus	SRR13083591	passes the trimming step	used for transcript reconstruction	13309139/13309139	75.0269%	ISR
C. sativus	SRR13083592	passes the trimming step	used for transcript reconstruction	12184140/12184140	76.7228%	ISR
C. sativus	SRR13083593	passes the trimming step	used for transcript reconstruction	14008824/14008824	75.572%	ISR
C. sativus	SRR13083594	passes the trimming step	used for transcript reconstruction	13934337/13934337	85.9502%	ISR
C. sativus	SRR13083595	passes the trimming step	used for transcript reconstruction	11417576/11417576	84.4735%	ISR
C. sativus	SRR13083596	passes the trimming step	used for transcript reconstruction	14008934/14008934	85.6288%	ISR
C. sativus	SRR13083597	passes the trimming step	used for transcript reconstruction	11731152/11731152	86.0265%	ISR
C. sativus	SRR13083598	passes the trimming step	used for transcript reconstruction	10590248/10590248	63.9861%	ISR
C. sativus	SRR13083599	passes the trimming step	used for transcript reconstruction	12651152/12651152	61.3488%	ISR
C. sativus	SRR13083600	passes the trimming step	used for transcript reconstruction	10864881/10864881	78.716%	ISR
C. sativus	SRR13083601	passes the trimming step	used for transcript reconstruction	9602212/9602212	83.3955%	ISR
C. sativus	SRR13083602	passes the trimming step	used for transcript reconstruction	10116008/10116008	84.8245%	ISR
C. sativus	SRR13083603	passes the trimming step	used for transcript reconstruction	11952944/11952944	85.6999%	ISR
C. sativus	SRR13083604	passes the trimming step	used for transcript reconstruction	10547672/10547672	77.7647%	ISR
C. sativus	SRR13083605	passes the trimming step	used for transcript reconstruction	10351017/10351017	75.7581%	ISR
C. sativus	SRR13083606	passes the trimming step	not used for transcript reconstruction	12064581/12064581	86.5329%	IU
C. sativus	SRR13083607	passes the trimming step	used for transcript reconstruction	13389159/13389159	85.1579%	ISR
C. sativus	SRR13279999	passes the trimming step	used for transcript reconstruction	17093194	82.3217%	SF
C. sativus	SRR13280000	passes the trimming step	used for transcript reconstruction	17024818	65.6189%	SF
C. sativus	SRR13280001	passes the trimming step	used for transcript reconstruction	15399520	79.3805%	SF
C. sativus	SRR13280002	passes the trimming step	used for transcript reconstruction	14340058	78.2614%	SF
C. sativus	SRR13284784	passes the trimming step	not used for transcript reconstruction	60303464/60303464	85.8955%	IU
C. sativus	SRR13284785	passes the trimming step	not used for transcript reconstruction	58444105/58444105	85.5041%	IU
C. sativus	SRR13626338	passes the trimming step	not used for transcript reconstruction	23817875/23817875	82.1565%	IU
C. sativus	SRR13626339	doesn't pass the trimming step	NA	0/0	NA	NA
C. sativus	SRR13626340	passes the trimming step	not used for transcript reconstruction	24534352/24534352	85.5836%	IU
C. sativus	SRR13626341	passes the trimming step	not used for transcript reconstruction	27887917/27887917	85.0769%	IU
C. sativus	SRR13626342	passes the trimming step	not used for transcript reconstruction	27356682/27356682	86.1395%	IU
C. sativus	SRR13626343	passes the trimming step	not used for transcript reconstruction	26685529/26685529	84.3864%	IU
C. sativus	SRR13645178	passes the trimming step	not used for transcript reconstruction	26300703/26300703	85.2736%	IU
C. sativus	SRR13645179	passes the trimming step	not used for transcript reconstruction	23962750/23962750	84.9725%	IU
C. sativus	SRR13645180	passes the trimming step	not used for transcript reconstruction	24056692/24056692	83.6261%	IU
C. sativus	SRR13645181	passes the trimming step	not used for transcript reconstruction	26604165/26604165	84.5054%	IU
C. sativus	SRR13645182	passes the trimming step	not used for transcript reconstruction	22766306/22766306	84.9087%	IU
C. sativus	SRR13645183	passes the trimming step	not used for transcript reconstruction	21694819/21694819	84.7051%	IU
C. sativus	SRR13674618	passes the trimming step	not used for transcript reconstruction	24009690/24009690	84.9277%	IU
C. sativus	SRR13674619	passes the trimming step	not used for transcript reconstruction	23918136/23918136	83.1063%	IU
C. sativus	SRR13674620	passes the trimming step	not used for transcript reconstruction	24137257/24137257	84.4092%	IU
C. sativus	SRR13674621	passes the trimming step	not used for transcript reconstruction	22721476/22721476	83.7689%	IU
C. sativus	SRR13674622	passes the trimming step	not used for transcript reconstruction	24797965/24797965	83.7408%	IU
C. sativus	SRR13674623	passes the trimming step	not used for transcript reconstruction	23830935/23830935	86.6255%	IU
C. sativus	SRR13674624	passes the trimming step	not used for transcript reconstruction	24003515/24003515	84.4394%	IU
C. sativus	SRR13674625	passes the trimming step	not used for transcript reconstruction	23200214/23200214	85.0553%	IU
C. sativus	SRR13674626	passes the trimming step	not used for transcript reconstruction	22877230/22877230	84.3083%	IU
C. sativus	SRR13674627	passes the trimming step	not used for transcript reconstruction	23970178/23970178	82.1284%	IU
C. sativus	SRR13674628	passes the trimming step	not used for transcript reconstruction	21997748/21997748	86.2128%	IU
C. sativus	SRR13674629	passes the trimming step	not used for transcript reconstruction	22574788/22574788	84.8862%	IU
C. sativus	SRR13787461	passes the trimming step	not used for transcript reconstruction	21099494/21099494	86.5196%	IU
C. sativus	SRR13787462	passes the trimming step	not used for transcript reconstruction	21088992/21088992	88.0598%	IU
C. sativus	SRR13787463	passes the trimming step	not used for transcript reconstruction	21344563/21344563	88.1439%	IU
C. sativus	SRR13787464	passes the trimming step	not used for transcript reconstruction	21129101/21129101	86.2772%	IU
C. sativus	SRR13787465	passes the trimming step	not used for transcript reconstruction	21257425/21257425	87.2784%	IU
C. sativus	SRR13787466	passes the trimming step	not used for transcript reconstruction	21237011/21237011	87.3097%	IU
C. sativus	SRR13799563	passes the trimming step	not used for transcript reconstruction	21807796/21807796	81.0861%	IU
C. sativus	SRR13799564	passes the trimming step	not used for transcript reconstruction	21619430/21619430	82.0243%	IU
C. sativus	SRR13799565	passes the trimming step	not used for transcript reconstruction	19737607/19737607	82.0236%	IU
C. sativus	SRR13799566	passes the trimming step	not used for transcript reconstruction	21023359/21023359	83.0474%	IU
C. sativus	SRR13799567	passes the trimming step	not used for transcript reconstruction	21811708/21811708	82.7836%	IU
C. sativus	SRR13799568	passes the trimming step	not used for transcript reconstruction	22255690/22255690	82.8315%	IU
C. sativus	SRR13838636	passes the trimming step	not used for transcript reconstruction	22955976/22955976	86.6472%	IU
C. sativus	SRR13853674	passes the trimming step	not used for transcript reconstruction	23156996/23156996	86.9124%	IU
C. sativus	SRR13853680	passes the trimming step	not used for transcript reconstruction	23574313/23574313	83.158%	IU
C. sativus	SRR13853681	passes the trimming step	not used for transcript reconstruction	23553652/23553652	86.5854%	IU
C. sativus	SRR13853682	passes the trimming step	not used for transcript reconstruction	23623431/23623431	87.8903%	IU
C. sativus	SRR13854554	passes the trimming step	not used for transcript reconstruction	23249694/23249694	86.2797%	IU
C. sativus	SRR13931726	passes the trimming step	not used for transcript reconstruction	27196918/27196918	85.949%	IU
C. sativus	SRR13931727	passes the trimming step	not used for transcript reconstruction	24392675/24392675	84.834%	IU
C. sativus	SRR13931728	passes the trimming step	not used for transcript reconstruction	27893866/27893866	83.7354%	IU
C. sativus	SRR13931729	passes the trimming step	not used for transcript reconstruction	27168827/27168827	83.7162%	IU
C. sativus	SRR13931730	passes the trimming step	not used for transcript reconstruction	32630640/32630640	76.3103%	IU
C. sativus	SRR13931731	passes the trimming step	not used for transcript reconstruction	26793604/26793604	76.2035%	IU
C. sativus	SRR13931732	passes the trimming step	not used for transcript reconstruction	23528402/23528402	75.6736%	IU
C. sativus	SRR13931733	passes the trimming step	not used for transcript reconstruction	28332733/28332733	76.3026%	IU
C. sativus	SRR13931734	passes the trimming step	not used for transcript reconstruction	25998054/25998054	84.3628%	IU
C. sativus	SRR13931735	passes the trimming step	not used for transcript reconstruction	23399407/23399407	84.5988%	IU
C. sativus	SRR13931736	passes the trimming step	not used for transcript reconstruction	22862143/22862143	76.2074%	IU
C. sativus	SRR13931737	passes the trimming step	not used for transcript reconstruction	31168114/31168114	78.2361%	IU
C. sativus	SRR14126825	passes the trimming step	not used for transcript reconstruction	21734260/21734260	82.9082%	IU
C. sativus	SRR14126826	passes the trimming step	not used for transcript reconstruction	20776893/20776893	86.3144%	IU
C. sativus	SRR14126827	passes the trimming step	not used for transcript reconstruction	21182195/21182195	86.331%	IU
C. sativus	SRR14126828	passes the trimming step	not used for transcript reconstruction	19150755/19150755	86.4759%	IU
C. sativus	SRR14126829	passes the trimming step	not used for transcript reconstruction	21121044/21121044	86.844%	IU
C. sativus	SRR14126830	passes the trimming step	not used for transcript reconstruction	21303313/21303313	86.4221%	IU
C. sativus	SRR14126831	passes the trimming step	not used for transcript reconstruction	22195400/22195400	86.3609%	IU
C. sativus	SRR14126832	passes the trimming step	not used for transcript reconstruction	20887697/20887697	86.1807%	IU
C. sativus	SRR14126833	passes the trimming step	not used for transcript reconstruction	21994673/21994673	86.3387%	IU
C. sativus	SRR14126834	passes the trimming step	not used for transcript reconstruction	20864319/20864319	86.2028%	IU
C. sativus	SRR14126835	passes the trimming step	not used for transcript reconstruction	20480617/20480617	86.8114%	IU
C. sativus	SRR14126836	passes the trimming step	not used for transcript reconstruction	20763797/20763797	85.92%	IU
C. sativus	SRR14521443	passes the trimming step	not used for transcript reconstruction	16290196	82.6238%	U
C. sativus	SRR14521444	passes the trimming step	not used for transcript reconstruction	13171044	77.8025%	U
C. sativus	SRR14521445	passes the trimming step	not used for transcript reconstruction	14813331	87.4635%	U
C. sativus	SRR14521446	passes the trimming step	not used for transcript reconstruction	13499153	81.941%	U
C. sativus	SRR14521447	passes the trimming step	not used for transcript reconstruction	15296905	86.4322%	U
C. sativus	SRR14521448	passes the trimming step	not used for transcript reconstruction	13209060	62.2997%	U
C. sativus	SRR14521449	passes the trimming step	not used for transcript reconstruction	13756456	84.4869%	U
C. sativus	SRR14521450	passes the trimming step	not used for transcript reconstruction	13523869	70.0565%	U
C. sativus	SRR14521451	passes the trimming step	not used for transcript reconstruction	17007213	83.8597%	U
C. sativus	SRR14521452	passes the trimming step	not used for transcript reconstruction	15954857	84.0807%	U
C. sativus	SRR15275997	passes the trimming step	not used for transcript reconstruction	20653983/20653983	84.4503%	IU
C. sativus	SRR15275998	passes the trimming step	not used for transcript reconstruction	20674205/20674205	84.4103%	IU
C. sativus	SRR15275999	passes the trimming step	not used for transcript reconstruction	20643970/20643970	84.1978%	IU
C. sativus	SRR15276000	passes the trimming step	not used for transcript reconstruction	21101754/21101754	84.26%	IU
C. sativus	SRR15276001	passes the trimming step	not used for transcript reconstruction	21307002/21307002	84.1059%	IU
C. sativus	SRR15276002	passes the trimming step	not used for transcript reconstruction	20044543/20044543	84.3246%	IU
C. sativus	SRR15276003	passes the trimming step	not used for transcript reconstruction	22548486/22548486	83.525%	IU
C. sativus	SRR15276004	passes the trimming step	not used for transcript reconstruction	22641068/22641068	84.0509%	IU
C. sativus	SRR15276005	passes the trimming step	not used for transcript reconstruction	19933788/19933788	85.0395%	IU
C. sativus	SRR15276006	passes the trimming step	not used for transcript reconstruction	21288552/21288552	84.9823%	IU
C. sativus	SRR15276007	passes the trimming step	not used for transcript reconstruction	20271909/20271909	84.0239%	IU
C. sativus	SRR15276008	passes the trimming step	not used for transcript reconstruction	20952978/20952978	83.9376%	IU
C. sativus	SRR15276009	passes the trimming step	not used for transcript reconstruction	24411047/24411047	84.528%	IU
C. sativus	SRR15276010	passes the trimming step	not used for transcript reconstruction	21500670/21500670	83.7529%	IU
C. sativus	SRR15276011	passes the trimming step	not used for transcript reconstruction	22169149/22169149	83.9168%	IU
C. sativus	SRR15276012	passes the trimming step	not used for transcript reconstruction	21190446/21190446	83.9748%	IU
C. sativus	SRR15276013	passes the trimming step	not used for transcript reconstruction	20887877/20887877	84.3581%	IU
C. sativus	SRR15276014	passes the trimming step	not used for transcript reconstruction	21388915/21388915	84.8248%	IU
C. sativus	SRR15276015	passes the trimming step	not used for transcript reconstruction	20604693/20604693	83.8304%	IU
C. sativus	SRR15276016	passes the trimming step	not used for transcript reconstruction	20620660/20620660	84.282%	IU
C. sativus	SRR15276017	passes the trimming step	not used for transcript reconstruction	20909065/20909065	82.9719%	IU
C. sativus	SRR15276018	passes the trimming step	not used for transcript reconstruction	20541463/20541463	84.0254%	IU
C. sativus	SRR15276019	passes the trimming step	not used for transcript reconstruction	20198721/20198721	83.6376%	IU
C. sativus	SRR15276020	passes the trimming step	not used for transcript reconstruction	22428379/22428379	83.8305%	IU
C. sativus	SRR15371782	passes the trimming step	not used for transcript reconstruction	22242489/22242489	81.9031%	IU
C. sativus	SRR15371783	passes the trimming step	not used for transcript reconstruction	22167606/22167606	85.4117%	IU
C. sativus	SRR15371784	passes the trimming step	not used for transcript reconstruction	22229421/22229421	85.2182%	IU
C. sativus	SRR15371785	passes the trimming step	not used for transcript reconstruction	22811586/22811586	86.0142%	IU
C. sativus	SRR15371786	passes the trimming step	not used for transcript reconstruction	21936456/21936456	80.77%	IU
C. sativus	SRR15371787	passes the trimming step	not used for transcript reconstruction	21643846/21643846	80.345%	IU
C. sativus	SRR15371788	passes the trimming step	not used for transcript reconstruction	22681710/22681710	79.7807%	IU
C. sativus	SRR15371789	passes the trimming step	not used for transcript reconstruction	22064630/22064630	85.2194%	IU
C. sativus	SRR15371790	passes the trimming step	not used for transcript reconstruction	22675370/22675370	82.7087%	IU
C. sativus	SRR15371791	passes the trimming step	not used for transcript reconstruction	21845788/21845788	84.015%	IU
C. sativus	SRR15371792	passes the trimming step	not used for transcript reconstruction	22660732/22660732	86.0324%	IU
C. sativus	SRR15371793	passes the trimming step	not used for transcript reconstruction	21267010/21267010	85.1215%	IU
C. sativus	SRR1548495	passes the trimming step	not used for transcript reconstruction	5688161/5688161	83.4908%	IU
C. sativus	SRR1548496	passes the trimming step	not used for transcript reconstruction	7969844/7969844	81.1488%	IU
C. sativus	SRR1548497	passes the trimming step	not used for transcript reconstruction	20492948	86.3546%	U
C. sativus	SRR1548498	passes the trimming step	not used for transcript reconstruction	24094818	88.1268%	U
C. sativus	SRR1548499	passes the trimming step	not used for transcript reconstruction	21959300	87.1341%	U
C. sativus	SRR1548500	passes the trimming step	not used for transcript reconstruction	23054134	88.2072%	U
C. sativus	SRR1548540	passes the trimming step	not used for transcript reconstruction	13978572	87.3081%	U
C. sativus	SRR1548541	passes the trimming step	not used for transcript reconstruction	15361014	87.9098%	U
C. sativus	SRR1548542	passes the trimming step	not used for transcript reconstruction	15432685	86.4216%	U
C. sativus	SRR1548543	passes the trimming step	not used for transcript reconstruction	13885403	85.5268%	U
C. sativus	SRR16002480	passes the trimming step	not used for transcript reconstruction	25455620/25455620	81.9698%	IU
C. sativus	SRR16002481	passes the trimming step	not used for transcript reconstruction	23535964/23535964	81.0521%	IU
C. sativus	SRR16002482	passes the trimming step	not used for transcript reconstruction	9408469/9408469	81.2064%	IU
C. sativus	SRR16002483	passes the trimming step	not used for transcript reconstruction	19318589/19318589	81.2247%	IU
C. sativus	SRR16002484	passes the trimming step	not used for transcript reconstruction	23318476/23318476	80.9807%	IU
C. sativus	SRR16002485	passes the trimming step	not used for transcript reconstruction	20516534/20516534	81.7435%	IU
C. sativus	SRR16002486	passes the trimming step	not used for transcript reconstruction	22820063/22820063	82.2284%	IU
C. sativus	SRR16002487	passes the trimming step	not used for transcript reconstruction	21677457/21677457	82.536%	IU
C. sativus	SRR16002488	passes the trimming step	not used for transcript reconstruction	22078049/22078049	82.3656%	IU
C. sativus	SRR16002489	passes the trimming step	not used for transcript reconstruction	19795196/19795196	80.7771%	IU
C. sativus	SRR16002490	passes the trimming step	not used for transcript reconstruction	22898662/22898662	82.5714%	IU
C. sativus	SRR16002491	passes the trimming step	not used for transcript reconstruction	20762541/20762541	82.6856%	IU
C. sativus	SRR16002492	passes the trimming step	not used for transcript reconstruction	20944564/20944564	82.1333%	IU
C. sativus	SRR16002493	passes the trimming step	not used for transcript reconstruction	19750053/19750053	81.9143%	IU
C. sativus	SRR16002494	passes the trimming step	not used for transcript reconstruction	19138946/19138946	82.041%	IU
C. sativus	SRR16002495	passes the trimming step	not used for transcript reconstruction	20125095/20125095	82.3643%	IU
C. sativus	SRR16002496	passes the trimming step	not used for transcript reconstruction	22190932/22190932	81.2102%	IU
C. sativus	SRR16002497	passes the trimming step	not used for transcript reconstruction	20976025/20976025	81.6313%	IU
C. sativus	SRR16002498	passes the trimming step	not used for transcript reconstruction	24516987/24516987	81.2427%	IU
C. sativus	SRR16002499	passes the trimming step	not used for transcript reconstruction	25514992/25514992	81.007%	IU
C. sativus	SRR16002500	passes the trimming step	not used for transcript reconstruction	23399623/23399623	81.3645%	IU
C. sativus	SRR16002501	passes the trimming step	not used for transcript reconstruction	21398486/21398486	81.1985%	IU
C. sativus	SRR16002502	passes the trimming step	not used for transcript reconstruction	22251037/22251037	81.3849%	IU
C. sativus	SRR16002503	passes the trimming step	not used for transcript reconstruction	22548053/22548053	79.535%	IU
C. sativus	SRR16074103	passes the trimming step	used for transcript reconstruction	70148760/70148760	86.6647%	ISR
C. sativus	SRR16074104	passes the trimming step	used for transcript reconstruction	69781658/69781658	85.7001%	ISR
C. sativus	SRR16074105	passes the trimming step	used for transcript reconstruction	70715809/70715809	86.7494%	ISR
C. sativus	SRR16074106	passes the trimming step	used for transcript reconstruction	64342204/64342204	86.6838%	ISR
C. sativus	SRR16074107	passes the trimming step	used for transcript reconstruction	71912532/71912532	79.3194%	ISR
C. sativus	SRR16074108	passes the trimming step	used for transcript reconstruction	66211544/66211544	71.1599%	ISR
C. sativus	SRR16074109	passes the trimming step	used for transcript reconstruction	71159171/71159171	77.4998%	ISR
C. sativus	SRR16074110	passes the trimming step	used for transcript reconstruction	68014222/68014222	77.0512%	ISR
C. sativus	SRR16121310	passes the trimming step	not used for transcript reconstruction	20993030/20993030	79.9838%	IU
C. sativus	SRR16121311	passes the trimming step	not used for transcript reconstruction	22579849/22579849	82.243%	IU
C. sativus	SRR16121312	passes the trimming step	not used for transcript reconstruction	24186254/24186254	83.3846%	IU
C. sativus	SRR16121313	passes the trimming step	not used for transcript reconstruction	21032164/21032164	84.115%	IU
C. sativus	SRR16121314	passes the trimming step	not used for transcript reconstruction	21855496/21855496	83.6401%	IU
C. sativus	SRR16121315	passes the trimming step	not used for transcript reconstruction	26261664/26261664	83.2327%	IU
C. sativus	SRR1612525	passes the trimming step	not used for transcript reconstruction	35085628/35085628	78.73%	IU
C. sativus	SRR1612526	passes the trimming step	not used for transcript reconstruction	24664987/24664987	78.7565%	IU
C. sativus	SRR1612527	passes the trimming step	not used for transcript reconstruction	33987088/33987088	78.6478%	IU
C. sativus	SRR1612528	passes the trimming step	not used for transcript reconstruction	36753432/36753432	81.0952%	IU
C. sativus	SRR1612529	passes the trimming step	not used for transcript reconstruction	26839012/26839012	77.672%	IU
C. sativus	SRR1612530	passes the trimming step	not used for transcript reconstruction	30618874/30618874	77.952%	IU
C. sativus	SRR16759754	passes the trimming step	not used for transcript reconstruction	9573065/9573065	85.1823%	IU
C. sativus	SRR16759755	passes the trimming step	not used for transcript reconstruction	10906677/10906677	88.162%	IU
C. sativus	SRR16759756	passes the trimming step	not used for transcript reconstruction	10400204/10400204	85.5406%	IU
C. sativus	SRR16759757	passes the trimming step	not used for transcript reconstruction	36689631/36689631	84.7989%	IU
C. sativus	SRR16759758	passes the trimming step	not used for transcript reconstruction	33857419/33857419	84.8612%	IU
C. sativus	SRR16759759	passes the trimming step	not used for transcript reconstruction	34494992/34494992	85.2575%	IU
C. sativus	SRR16759760	passes the trimming step	not used for transcript reconstruction	30591506/30591506	85.9749%	IU
C. sativus	SRR16759761	passes the trimming step	not used for transcript reconstruction	32950862/32950862	86.0628%	IU
C. sativus	SRR16759762	passes the trimming step	not used for transcript reconstruction	9973262/9973262	84.4576%	IU
C. sativus	SRR16759763	passes the trimming step	not used for transcript reconstruction	8786432/8786432	88.009%	IU
C. sativus	SRR16759764	passes the trimming step	not used for transcript reconstruction	7969035/7969035	87.0611%	IU
C. sativus	SRR16759765	passes the trimming step	not used for transcript reconstruction	11792642/11792642	87.2826%	IU
C. sativus	SRR16759766	passes the trimming step	not used for transcript reconstruction	9875135/9875135	87.9659%	IU
C. sativus	SRR16759767	passes the trimming step	not used for transcript reconstruction	10873258/10873258	88.6398%	IU
C. sativus	SRR16759768	passes the trimming step	not used for transcript reconstruction	33247977/33247977	87.3675%	IU
C. sativus	SRR16759769	passes the trimming step	not used for transcript reconstruction	12088799/12088799	85.7342%	IU
C. sativus	SRR16936999	passes the trimming step	not used for transcript reconstruction	17900354/17900354	70.1366%	IU
C. sativus	SRR16937000	passes the trimming step	not used for transcript reconstruction	17875417/17875417	70.1941%	IU
C. sativus	SRR16937001	passes the trimming step	not used for transcript reconstruction	20438357/20438357	81.5222%	IU
C. sativus	SRR16937002	passes the trimming step	not used for transcript reconstruction	18870004/18870004	74.5886%	IU
C. sativus	SRR16937003	passes the trimming step	not used for transcript reconstruction	17552537/17552537	69.8464%	IU
C. sativus	SRR16937004	passes the trimming step	not used for transcript reconstruction	15982047/15982047	82.1152%	IU
C. sativus	SRR16937005	passes the trimming step	not used for transcript reconstruction	16465103/16465103	85.2331%	IU
C. sativus	SRR16937006	passes the trimming step	not used for transcript reconstruction	15608393/15608393	80.6257%	IU
C. sativus	SRR16937007	passes the trimming step	not used for transcript reconstruction	17247762/17247762	84.2496%	IU
C. sativus	SRR16937008	passes the trimming step	not used for transcript reconstruction	15182933/15182933	84.5458%	IU
C. sativus	SRR16937009	passes the trimming step	not used for transcript reconstruction	19222501/19222501	85.5763%	IU
C. sativus	SRR16937010	passes the trimming step	not used for transcript reconstruction	16665413/16665413	79.3406%	IU
C. sativus	SRR16937011	passes the trimming step	not used for transcript reconstruction	18691302/18691302	82.0631%	IU
C. sativus	SRR16937012	passes the trimming step	not used for transcript reconstruction	17128010/17128010	82.5642%	IU
C. sativus	SRR16937013	passes the trimming step	not used for transcript reconstruction	17761497/17761497	76.2024%	IU
C. sativus	SRR16937014	passes the trimming step	not used for transcript reconstruction	18349592/18349592	43.1334%	IU
C. sativus	SRR16937015	passes the trimming step	not used for transcript reconstruction	15472665/15472665	57.7378%	IU
C. sativus	SRR16937016	passes the trimming step	not used for transcript reconstruction	19064692/19064692	81.2028%	IU
C. sativus	SRR16937017	passes the trimming step	not used for transcript reconstruction	17698674/17698674	76.1866%	IU
C. sativus	SRR16937018	passes the trimming step	not used for transcript reconstruction	20129148/20129148	73.2771%	IU
C. sativus	SRR16937019	passes the trimming step	not used for transcript reconstruction	15626255/15626255	76.8473%	IU
C. sativus	SRR16937020	passes the trimming step	not used for transcript reconstruction	14878163/14878163	79.1104%	IU
C. sativus	SRR16937021	passes the trimming step	not used for transcript reconstruction	15171118/15171118	77.2071%	IU
C. sativus	SRR16937022	passes the trimming step	not used for transcript reconstruction	16449741/16449741	73.3856%	IU
C. sativus	SRR16937023	passes the trimming step	not used for transcript reconstruction	15624571/15624571	83.7807%	IU
C. sativus	SRR16937024	passes the trimming step	not used for transcript reconstruction	15958064/15958064	74.1807%	IU
C. sativus	SRR16937025	passes the trimming step	not used for transcript reconstruction	17757961/17757961	72.7703%	IU
C. sativus	SRR16937026	passes the trimming step	not used for transcript reconstruction	14745467/14745467	77.2773%	IU
C. sativus	SRR16937027	passes the trimming step	not used for transcript reconstruction	16274139/16274139	77.5067%	IU
C. sativus	SRR16937028	passes the trimming step	not used for transcript reconstruction	16910291/16910291	74.2474%	IU
C. sativus	SRR16937029	passes the trimming step	not used for transcript reconstruction	16445001/16445001	78.6322%	IU
C. sativus	SRR16937030	passes the trimming step	not used for transcript reconstruction	16174348/16174348	76.024%	IU
C. sativus	SRR16937031	passes the trimming step	not used for transcript reconstruction	17031229/17031229	79.6548%	IU
C. sativus	SRR16937032	passes the trimming step	not used for transcript reconstruction	16209040/16209040	77.5298%	IU
C. sativus	SRR16937033	passes the trimming step	not used for transcript reconstruction	16647583/16647583	74.7823%	IU
C. sativus	SRR16937034	passes the trimming step	not used for transcript reconstruction	19979530/19979530	77.0441%	IU
C. sativus	SRR16937035	passes the trimming step	not used for transcript reconstruction	18557727/18557727	75.8309%	IU
C. sativus	SRR16937036	passes the trimming step	not used for transcript reconstruction	16759497/16759497	76.6842%	IU
C. sativus	SRR17000706	passes the trimming step	not used for transcript reconstruction	22136735/22136735	84.2786%	IU
C. sativus	SRR17000707	passes the trimming step	not used for transcript reconstruction	22004747/22004747	81.9147%	IU
C. sativus	SRR17000708	passes the trimming step	not used for transcript reconstruction	23270671/23270671	82.5733%	IU
C. sativus	SRR17000709	passes the trimming step	not used for transcript reconstruction	22013516/22013516	82.0384%	IU
C. sativus	SRR17000710	passes the trimming step	not used for transcript reconstruction	26110759/26110759	83.1863%	IU
C. sativus	SRR17000711	passes the trimming step	not used for transcript reconstruction	20002677/20002677	82.7212%	IU
C. sativus	SRR17042216	passes the trimming step	not used for transcript reconstruction	26289695/26289695	90.5942%	IU
C. sativus	SRR17042217	passes the trimming step	not used for transcript reconstruction	19200792/19200792	88.6114%	IU
C. sativus	SRR17042218	passes the trimming step	not used for transcript reconstruction	18666429/18666429	90.4417%	IU
C. sativus	SRR17042219	passes the trimming step	not used for transcript reconstruction	31378446/31378446	89.6018%	IU
C. sativus	SRR17042220	passes the trimming step	not used for transcript reconstruction	21506183/21506183	88.0631%	IU
C. sativus	SRR17042221	passes the trimming step	not used for transcript reconstruction	23020118/23020118	88.8711%	IU
C. sativus	SRR17042222	passes the trimming step	not used for transcript reconstruction	22298361/22298361	87.2034%	IU
C. sativus	SRR17042223	passes the trimming step	not used for transcript reconstruction	30547210/30547210	86.43%	IU
C. sativus	SRR17042224	passes the trimming step	not used for transcript reconstruction	17756829/17756829	90.8026%	IU
C. sativus	SRR17042225	passes the trimming step	not used for transcript reconstruction	19941324/19941324	90.8563%	IU
C. sativus	SRR17042226	passes the trimming step	not used for transcript reconstruction	23007392/23007392	91.2204%	IU
C. sativus	SRR17042227	passes the trimming step	not used for transcript reconstruction	23708410/23708410	91.1246%	IU
C. sativus	SRR17042228	passes the trimming step	not used for transcript reconstruction	19399636/19399636	91.1682%	IU
C. sativus	SRR17042229	passes the trimming step	not used for transcript reconstruction	22973895/22973895	90.8675%	IU
C. sativus	SRR17042230	passes the trimming step	not used for transcript reconstruction	23495983/23495983	90.0494%	IU
C. sativus	SRR17042231	passes the trimming step	not used for transcript reconstruction	21610515/21610515	88.6823%	IU
C. sativus	SRR17042232	passes the trimming step	not used for transcript reconstruction	18567046/18567046	89.9512%	IU
C. sativus	SRR17042233	passes the trimming step	not used for transcript reconstruction	21565409/21565409	85.1293%	IU
C. sativus	SRR17042234	passes the trimming step	not used for transcript reconstruction	26454811/26454811	85.876%	IU
C. sativus	SRR17276281	passes the trimming step	not used for transcript reconstruction	21526701/21526701	79.3523%	IU
C. sativus	SRR17276282	passes the trimming step	not used for transcript reconstruction	21633137/21633137	86.1471%	IU
C. sativus	SRR17276283	passes the trimming step	not used for transcript reconstruction	21855165/21855165	85.9603%	IU
C. sativus	SRR17276284	passes the trimming step	not used for transcript reconstruction	22571880/22571880	85.3982%	IU
C. sativus	SRR17276285	passes the trimming step	not used for transcript reconstruction	22890231/22890231	85.8005%	IU
C. sativus	SRR17276286	passes the trimming step	not used for transcript reconstruction	22353826/22353826	85.7267%	IU
